;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;LPA;VPA
123;PTBL4;2.59;-10.39;0.95;0.167;0,00%;0.111;34.48;3.36;-0.23;11.56;5.09;4,97%;-1,60%;1.01;4,81%;-9,10%;0.0;385934000.0;3.57;20,35%;-0.25;2.74
124;ECPR4;90.74;-9.92;1.22;0.0;0,00%;0.624;175.57;-82.97;-1.29;-82.6;-82.72;0,00%;0,00%;2.97;-0,75%;-12,28%;0.0;141476000.0;0.0;0,00%;-9.14;74.46
125;ECPR3;90.25;-9.87;1.21;0.0;0,00%;0.621;174.62;-82.52;-1.29;-82.15;-82.27;0,00%;0,00%;2.97;-0,75%;-12,28%;0.0;141476000.0;0.0;0,00%;-9.14;74.46
126;NORD3;10.62;-9.36;-0.45;31.168;0,00%;3.781;-0.44;-188.01;-0.41;-289.44;-289.44;-16,58%;-332,85%;0.01;-2,04%;4,80%;80183.5;-156430000.0;-0.24;13,25%;-1.13;-23.63
127;TERI3;64.28;-8.83;0.29;0.107;0,00%;0.081;7.9;7.2;-0.26;39.56;39.56;1,49%;-1,91%;1.03;1,25%;-3,27%;0.0;3641000000.0;1.43;7,94%;-7.28;222.64
128;PCAR4;72.11;-8.58;4.13;1.012;0,00%;0.883;15.01;17.1;-1.99;18.44;9.25;5,92%;-11,09%;1.21;7,57%;-48,15%;0.0;4717000000.0;1.12;-27,70%;-8.41;17.46
129;RCSL4;0.9;-8.28;987.59;1.854;0,00%;1.868;13.76;-57.89;-3.68;-57.86;-163.82;-3,20%;-22,70%;1.38;-3,35%;-11.920,70%;3872010.0;116000.0;0.0;41,90%;-0.11;0.00
130;MNPR4;4.63;-8.15;-0.1;0.087;0,00%;0.099;-0.09;0.5;-0.07;0.5;0.43;17,47%;-1,06%;0.34;21,00%;1,25%;0.0;-322426000.0;0.0;16,20%;-0.57;-45.41
131;SEMP3;16.86;-8.12;1.36;15.081;0,00%;1.201;15.67;-4.42;15.67;-4.07;-4.07;-340,98%;-185,82%;1.64;-30,21%;-16,81%;0.0;118441000.0;0.0;-10,37%;-2.08;12.36
132;PCAR5;67.12;-7.98;3.84;0.942;0,00%;0.822;13.97;15.92;-1.85;17.26;8.65;5,92%;-11,09%;1.21;7,57%;-48,15%;0.0;4717000000.0;1.12;-27,70%;-8.41;17.46
133;SZPQ4;6.64;-7.85;2.2;0.855;0,00%;0.744;2.62;-20.31;-3.17;-22.77;-22.77;-4,21%;-10,89%;2.97;-3,77%;-28,00%;0.0;684467000.0;0.3;-11,71%;-0.85;3.02
134;MEDI3;11.55;-7.52;1.89;0.374;0,00%;0.824;-10.02;-9.11;-3.31;-6.61;-6.61;-4,11%;-4,98%;0.79;-12,30%;-25,13%;0.0;426164000.0;0.02;13,02%;-1.54;6.11
135;ENJU3;1.81;-6.92;1.08;1.885;0,00%;0.888;1.56;-5.12;1.64;-1.47;-2.26;-36,83%;-27,23%;4.86;-56,33%;-15,59%;867086.0;339836000.0;0.0;34,31%;-0.26;1.68
136;AERI3;0.59;-6.88;0.64;0.259;0,00%;0.183;0.71;2.69;-4.82;5.0;4.04;9,63%;-3,76%;1.61;10,25%;-9,36%;3084240.0;1138260000.0;1.49;7,67%;-0.09;0.92
137;TCNO3;1.2;-6.81;-8.4;0.0;0,00%;0.034;-0.08;-2.87;-0.04;-15.11;-17.45;0,00%;0,00%;0.28;-1,59%;123,36%;0.0;-946000.0;-35.76;-32,39%;-0.18;-0.14
138;DASA3;7.12;-6.36;0.67;0.377;0,00%;0.198;3.09;5.12;-0.49;13.69;6.35;7,36%;-5,98%;1.27;4,48%;-10,61%;2640670.0;7944720000.0;1.43;37,37%;-1.12;10.55
139;TEND3;11.42;-6.08;1.57;0.506;0,00%;0.308;2.75;14.65;-0.93;20.03;12.34;3,45%;-8,59%;1.31;2,62%;-25,84%;30831500.0;895290000.0;1.41;9,13%;-1.88;7.27
140;BLUT3;5.14;-5.63;0.46;0.0;0,00%;0.138;-0.76;-42.93;-0.2;-53.97;-53.97;0,00%;0,00%;0.0;-0,33%;-8,24%;3091.81;56569000.0;0.12;0,00%;-0.91;11.09
141;SEER3;6.84;-5.53;0.73;0.492;0,00%;0.257;10.83;4.43;-0.59;7.06;3.26;11,10%;-8,88%;1.13;6,21%;-13,22%;5303880.0;1203790000.0;0.59;10,20%;-1.24;9.35
142;BUET3;24.99;-5.46;-0.97;1.961;0,00%;0.572;-0.67;-13.13;-0.39;-22.6;-36.32;-14,93%;-35,93%;0.11;-5,95%;17,79%;0.0;-124674000.0;-0.7;4,55%;-4.58;-25.73
143;AZEV3;1.36;-5.43;1.63;0.465;0,00%;0.379;-5.87;-2.43;-1.04;-2.87;-5.32;-19,15%;-8,58%;0.86;-17,92%;-30,05%;647146.0;140013000.0;0.31;454,92%;-0.25;0.83
144;AZEV4;1.33;-5.31;1.59;0.455;0,00%;0.371;-5.74;-2.38;-1.02;-2.81;-5.22;-19,15%;-8,58%;0.86;-17,92%;-30,05%;3264970.0;140013000.0;0.31;454,92%;-0.25;0.83
145;TLCP3;48.0;-5.02;1.76;0.824;0,00%;0.533;-2.76;-26.61;-1.33;-43.86;-43.86;-3,10%;-16,40%;0.61;-2,52%;-35,04%;0.0;262979000.0;1.21;9,09%;-9.56;27.27
146;LFFE4;3.89;-4.91;4.08;0.0;0,00%;3.599;0.0;-26.5;0.0;-23.11;10.9;0,00%;0,00%;0.0;0,00%;-83,10%;0.0;51892000.0;0.0;0,00%;-0.79;0.95
147;CGOS3;26.2;-4.85;1.89;0.509;0,00%;0.167;-0.83;-256.6;-0.25;-570.29;-570.29;-0,20%;-10,48%;0.54;-0,08%;-39,02%;0.0;453387000.0;2.48;8,97%;-5.40;13.83
148;TCNO4;0.85;-4.82;-5.95;0.0;0,00%;0.024;-0.06;-2.04;-0.03;-14.27;-16.48;0,00%;0,00%;0.28;-1,59%;123,36%;0.0;-946000.0;-35.76;-32,39%;-0.18;-0.14
149;GPAR3;42.77;-4.64;4.69;1829.19;0,00%;4.484;15.95;740.02;18.13;700.1;637.27;247,18%;-39.409,10%;30.83;0,80%;-100,98%;312.95;727046000.0;0.0;-61,20%;-9.21;9.12
150;PRML3;11.52;-4.41;1.98;18.612;0,00%;0.581;23.0;-30.33;-0.93;-63.15;1640.31;-61,36%;-424,99%;2.02;-1,96%;-44,84%;0.0;2192720000.0;2.18;32,85%;-2.61;5.83
151;KRSA3;0.93;-4.29;0.73;0.318;0,00%;0.153;1.1;2.56;-0.32;11.03;6.91;12,45%;-7,00%;1.93;7,09%;-16,99%;358014.0;986414000.0;2.78;55,29%;-0.22;1.28
152;MRFG3;9.94;-4.28;1.51;0.068;0,00%;0.069;0.96;10.98;-0.17;49.1;5.45;0,62%;-3,97%;1.22;0,91%;-35,29%;54951200.0;6129530000.0;9.09;32,66%;-2.32;6.58
153;ADHM3;1.56;-4.09;-1.29;770.924;0,00%;105.126;-1.43;-5.69;-1.27;-5.69;-5.81;-13.548,50%;-18.860,60%;0.0;521,70%;31,47%;2064.0;-19776000.0;0.0;43,48%;-0.38;-1.21
154;BUET4;18.49;-4.04;-0.72;1.451;0,00%;0.423;-0.5;-9.72;-0.29;-19.18;-30.83;-14,93%;-35,93%;0.11;-5,95%;17,79%;0.0;-124674000.0;-0.7;4,55%;-4.58;-25.73
155;CEED3;22.9;-3.97;-0.53;0.319;0,00%;0.21;-5.55;2.86;-0.21;7.95;6.24;11,15%;-8,03%;0.91;9,65%;13,27%;55.85;-2965540000.0;-1.38;11,62%;-5.76;-43.45
156;PMET5;0.65;-3.95;-0.16;4.518;0,00%;30.248;-0.22;89.99;-0.16;503.88;503.88;5,02%;-114,49%;0.01;38,97%;4,10%;0.0;-290863000.0;-0.74;37,74%;-0.16;-4.02
157;LFFE3;3.11;-3.92;3.26;0.0;0,00%;2.877;0.0;-21.18;0.0;-17.8;8.39;0,00%;0,00%;0.0;0,00%;-83,10%;0.0;51892000.0;0.0;0,00%;-0.79;0.95
158;CEED4;22.0;-3.82;-0.51;0.306;0,00%;0.202;-5.33;2.75;-0.2;7.84;6.16;11,15%;-8,03%;0.91;9,65%;13,27%;107.32;-2965540000.0;-1.38;11,62%;-5.76;-43.45
159;FBMC3;80.0;-3.78;-0.92;3.858;0,00%;1.384;-1.79;-2.85;-0.64;-3.31;-3.69;-135,59%;-101,97%;0.31;-64,70%;24,19%;0.0;-63552000.0;-0.15;-31,66%;-21.15;-87.42
160;ALPA3;10.31;-3.77;1.89;1.886;0,00%;1.113;3.18;156.4;11.74;168.91;29.68;1,21%;-50,01%;3.25;0,90%;-50,09%;43984.1;3726780000.0;0.4;2,32%;-2.73;5.46
161;CVCB3;3.42;-3.75;4.12;1.424;0,00%;0.447;-4.35;-311.1;-1.31;-378.7;10.71;-0,46%;-37,97%;0.84;-0,21%;-109,80%;53763600.0;436424000.0;1.73;-4,33%;-0.91;0.83
162;ALPA4;10.1;-3.7;1.85;1.848;0,00%;1.09;3.12;153.22;11.5;165.72;29.12;1,21%;-50,01%;3.25;0,90%;-50,09%;40355500.0;3726780000.0;0.4;2,32%;-2.73;5.46
163;AZUL4;12.74;-3.63;-0.21;0.245;0,00%;0.226;-0.55;1.75;-0.13;11.67;6.01;14,02%;-6,75%;0.42;15,57%;5,74%;175224000.0;-21286100000.0;-1.25;19,69%;-3.51;-61.14
164;TLCP4;34.11;-3.57;1.25;0.586;0,00%;0.379;-1.96;-18.91;-0.95;-36.16;-36.16;-3,10%;-16,40%;0.61;-2,52%;-35,04%;0.0;262979000.0;1.21;9,09%;-9.56;27.27
165;GFSA3;11.06;-3.53;0.45;0.645;0,00%;0.145;0.41;-6.43;9.94;-20.63;-27.97;-10,02%;-18,29%;2.03;-2,40%;-12,88%;65851100.0;1687910000.0;1.16;31,32%;-3.14;24.36
166;BRKM5;20.83;-3.52;3.31;0.228;0,00%;0.18;1.27;-5.47;-0.33;-13.32;18.27;-4,17%;-6,89%;1.54;-5,06%;-93,87%;64760100.0;5022600000.0;8.47;13,67%;-5.91;6.30
167;BRKM3;20.35;-3.44;3.23;0.223;0,00%;0.176;1.24;-5.34;-0.32;-13.2;18.1;-4,17%;-6,89%;1.54;-5,06%;-93,87%;323166.0;5022600000.0;8.47;13,67%;-5.91;6.30
168;BECE3;9.1;-3.42;8.72;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-255,20%;0.0;96496000.0;0.0;12,81%;-2.66;1.04
169;BECE4;8.75;-3.29;8.38;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-255,20%;0.0;96496000.0;0.0;12,81%;-2.66;1.04
170;AALR3;6.93;-3.12;0.81;0.71;0,00%;0.298;-3.67;38.42;-0.76;73.89;11.4;1,85%;-22,10%;0.74;0,91%;-25,92%;622127.0;1015110000.0;1.04;3,54%;-2.22;8.58
171;CBAV3;4.2;-3.01;0.61;0.372;7,53%;0.202;0.97;-7.58;-0.68;-14.96;25.77;-4,91%;-11,02%;2.36;-3,32%;-20,36%;15802300.0;4458440000.0;0.99;10,12%;-1.39;6.85
172;PNOR6;1.87;-2.9;0.55;0.354;0,00%;0.205;0.7;8.52;-2.32;4.57;4.57;4,15%;-11,74%;2.5;3,61%;-18,84%;0.0;158071000.0;0.42;1,34%;-0.65;3.43
173;PNOR5;1.87;-2.9;0.55;0.354;0,00%;0.205;0.7;8.52;-2.32;4.57;4.57;4,15%;-11,74%;2.5;3,61%;-18,84%;0.0;158071000.0;0.42;1,34%;-0.65;3.43
174;STRP4;0.21;-2.85;-0.43;0.416;0,00%;0.111;-0.18;-0.45;-0.09;-1.15;-1.15;-91,82%;-14,58%;0.13;-25,49%;14,95%;0.0;-12498000.0;-0.66;-36,39%;-0.07;-0.49
175;MBLY3;2.11;-2.78;0.46;0.391;0,00%;0.288;0.82;-2.71;1.58;-3.22;-20.62;-14,43%;-14,07%;2.76;-14,28%;-16,44%;2230630.0;491793000.0;0.37;-10,26%;-0.76;4.62
176;TPIS3;3.92;-2.76;0.2;0.18;4,68%;0.061;-0.45;-2.69;-0.09;-26.37;18.54;-6,69%;-6,91%;0.27;-2,39%;-7,27%;191966.0;858180000.0;1.82;0,95%;-1.42;19.50
177;IFCM3;1.09;-2.71;0.51;0.652;0,00%;0.217;-26.7;-15.34;-0.71;-27.61;10.24;-4,25%;-24,04%;0.97;-1,76%;-18,75%;10363600.0;1366400000.0;0.56;34,07%;-0.40;2.14
178;BRKM6;15.85;-2.68;2.52;0.173;0,00%;0.137;0.96;-4.16;-0.25;-12.01;16.48;-4,17%;-6,89%;1.54;-5,06%;-93,87%;441.66;5022600000.0;8.47;13,67%;-5.91;6.30
179;LIXC3;1.75;-2.62;1.52;395.995;0,00%;0.069;0.28;-4.21;3.84;-6.37;-6.68;-9.413,21%;-14.386,80%;1.34;-1,90%;-57,85%;0.0;13842000.0;0.79;-75,90%;-0.67;1.15
180;MLAS3;2.26;-2.59;0.52;0.492;0,00%;0.318;0.59;-2.55;0.87;-2.6;-2.88;-19,30%;-19,01%;3.45;-16,50%;-20,23%;5317280.0;3542230000.0;0.26;-7,77%;-0.87;4.32
181;BICB4;8.25;-2.43;2.21;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-91,00%;0.0;944626000.0;0.0;-31,19%;-3.40;3.74
182;BICB3;8.0;-2.35;2.14;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-91,00%;0.0;944626000.0;0.0;-31,19%;-3.40;3.74
183;ARLA4;3.38;-2.21;-0.62;2.137;0,00%;0.442;-0.31;-6.74;-0.29;-17.87;-17.87;-31,72%;-96,55%;0.1;-13,71%;28,00%;0.0;-24319000.0;-1.02;-47,46%;-1.53;-5.45
184;LIXC4;1.45;-2.17;1.26;328.11;0,00%;0.057;0.23;-3.49;3.18;-5.65;-5.92;-9.413,21%;-14.386,80%;1.34;-1,90%;-57,85%;0.0;13842000.0;0.79;-75,90%;-0.67;1.15
185;MMXM3;14.0;-2.17;-0.11;0.0;0,00%;0.71;-0.1;4.7;-0.09;18.64;18.64;0,00%;0,00%;0.01;25,93%;4,97%;0.0;-842661000.0;-0.32;-28,51%;-6.46;-129.88
186;APTI4;3500.0;-2.16;0.31;1.921;0,00%;0.139;0.39;-25.39;-0.89;-19.68;-63.7;-7,56%;-89,04%;9.26;-0,64%;-14,45%;0.0;213107000.0;0.25;-2,97%;-1621.21;11216.20
187;OGXP3;1.63;-2.15;-0.98;0.0;0,00%;0.925;0.0;-16.46;0.0;-16.46;-16.46;0,00%;0,00%;0.0;0,00%;45,53%;0.0;-53901000.0;0.0;0,00%;-0.76;-1.67
188;BAHI3;6.59;-2.14;4.04;0.461;0,00%;0.279;-0.74;-13.13;-0.32;-26.61;70.5;-3,51%;-22,11%;0.13;-2,19%;-188,32%;22113.1;43092000.0;4.38;63,05%;-3.07;1.63
189;WEST3;1.19;-2.13;0.48;0.626;0,00%;0.361;0.85;-1.5;0.98;-0.11;-0.15;-41,75%;-29,31%;3.16;-47,01%;-22,68%;89388.8;272425000.0;0.07;-16,69%;-0.56;2.46
190;TRAD3;0.85;-2.08;0.5;4.216;0,00%;0.468;2.1;-3.01;2.11;-1.69;-2.33;-139,84%;-203,60%;4.63;-19,61%;-24,05%;633825.0;477113000.0;0.0;-40,70%;-0.41;1.70
191;VTLM3;0.79;-2.07;-0.65;390.404;0,00%;53.237;-0.72;-2.88;-0.64;-2.88;-2.94;-13.548,50%;-18.860,60%;0.0;521,70%;31,47%;0.0;-19776000.0;0.0;43,48%;-0.38;-1.21
192;SJOS3;1.19;-2.02;-0.09;8.94;0,00%;3.866;-0.1;-80.33;-0.09;-213.11;-213.11;-11,13%;-442,57%;0.02;0,49%;4,54%;0.0;-175230000.0;-0.16;2,37%;-0.59;-12.98
193;ARCZ3;3.66;-1.88;1.95;1.096;0,00%;0.369;1.53;9.5;-0.84;28.18;28.18;11,54%;-58,02%;2.86;4,03%;-103,98%;0.0;1934210000.0;3.92;0,75%;-1.95;1.87
194;ARCZ6;3.63;-1.86;1.94;1.087;0,00%;0.366;1.52;9.42;-0.84;28.1;28.1;11,54%;-58,02%;2.86;4,03%;-103,98%;0.0;1934210000.0;3.92;0,75%;-1.95;1.87
195;BISA3;1.58;-1.77;1.18;1.692;0,00%;0.321;0.86;-4.02;-7.64;-6.21;-9.28;-42,05%;-96,36%;2.22;-8,50%;-66,94%;0.0;1788370000.0;0.77;-24,23%;-0.89;1.34
196;CTSA3;3.1;-1.75;0.37;0.8;0,00%;0.136;1.67;-1.47;-0.41;-4.48;-5.51;-54,35%;-45,69%;1.37;-10,65%;-21,36%;30898.5;230512000.0;0.91;-24,78%;-1.77;8.28
197;AVLL3;4.04;-1.73;-1.24;2.045;0,00%;0.586;-0.85;41.74;-0.49;95.59;78.33;4,90%;-118,28%;0.28;1,62%;71,88%;21995.8;-636418000.0;-1.81;15,55%;-2.34;-3.26
198;BCAL6;0.28;-1.7;-0.07;1.946;0,00%;13.03;-0.09;38.77;-0.07;452.65;452.65;5,02%;-114,49%;0.01;38,97%;4,10%;0.0;-290863000.0;-0.74;37,74%;-0.16;-4.02
199;DJON4;0.18;-1.7;0.22;-0.956;0,00%;0.166;-1.29;-1.42;-0.85;-1.98;-1.98;67,37%;56,33%;0.24;-12,02%;-12,84%;0.0;2702000.0;0.09;45,19%;-0.11;0.83
200;SPRI6;11.0;-1.68;1.24;0.0;0,00%;1.196;2.33;-3.21;2.47;-2.86;-2.88;0,00%;0,00%;66.47;-42,86%;-73,82%;0.0;22420000.0;0.0;-7,33%;-6.54;8.87
201;BLUT4;1.52;-1.66;0.14;0.0;0,00%;0.041;-0.22;-12.69;-0.06;-23.74;-23.74;0,00%;0,00%;0.0;-0,33%;-8,24%;10453.2;56569000.0;0.12;0,00%;-0.91;11.09
202;GLOB4;30.49;-1.62;0.65;0.096;0,00%;0.09;-0.61;1.99;-0.2;6.81;3.84;4,81%;-5,91%;0.74;6,25%;-40,32%;0.0;4434000000.0;1.95;4,63%;-18.80;46.63
203;ARLA3;2.47;-1.62;-0.45;1.562;0,00%;0.323;-0.22;-4.92;-0.21;-16.06;-16.06;-31,72%;-96,55%;0.1;-13,71%;28,00%;0.0;-24319000.0;-1.02;-47,46%;-1.53;-5.45
204;SPRI3;10.51;-1.61;1.19;0.0;0,00%;1.143;2.23;-3.07;2.36;-2.72;-2.74;0,00%;0,00%;66.47;-42,86%;-73,82%;0.0;22420000.0;0.0;-7,33%;-6.54;8.87
205;SCLO4;0.41;-1.6;-2.44;0.0;0,00%;21.108;-2.24;-2.79;-2.22;-2.98;-2.98;0,00%;0,00%;0.01;-782,59%;152,53%;0.0;-161253.0;-0.17;0,00%;-0.26;-0.17
206;SDIA3;6.42;-1.59;9.41;0.397;0,00%;0.418;-3.29;9.53;-0.83;23.15;23.15;4,16%;-25,09%;0.78;5,89%;-590,66%;0.0;459230000.0;17.27;13,42%;-4.03;0.68
207;SDIA4;6.42;-1.59;9.41;0.397;0,00%;0.418;-3.29;9.53;-0.83;23.15;23.15;4,16%;-25,09%;0.78;5,89%;-590,66%;0.0;459230000.0;17.27;13,42%;-4.03;0.68
208;DUQE3;28.0;-1.58;-11.29;12.103;0,00%;0.428;-0.74;-1.65;-0.57;-2.7;-2.98;-732,92%;-767,60%;0.33;-28,21%;715,74%;0.0;-6987000.0;-7.19;-42,70%;-17.76;-2.48
209;GSHP3;12.0;-1.37;-0.03;0.147;0,00%;0.015;-0.38;0.51;-0.01;39.47;37.73;28,76%;-10,72%;0.81;3,11%;2,01%;1601.07;-840571000.0;-2.21;4,39%;-8.74;-435.81
210;SPRI5;8.52;-1.3;0.96;0.0;0,00%;0.927;1.81;-2.49;1.91;-2.14;-2.15;0,00%;0,00%;66.47;-42,86%;-73,82%;0.0;22420000.0;0.0;-7,33%;-6.54;8.87
211;IDVL4;2.67;-1.26;1.16;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-91,76%;0.0;237683000.0;0.0;0,00%;-2.12;2.31
212;PMET6;0.2;-1.21;-0.05;1.39;0,00%;9.307;-0.07;27.69;-0.05;441.57;441.57;5,02%;-114,49%;0.01;38,97%;4,10%;0.0;-290863000.0;-0.74;37,74%;-0.16;-4.02
213;LIGH3;16.66;-1.17;6.1;0.534;0,00%;0.339;-0.61;-3.14;-0.41;-7.41;-10.8;-17,00%;-45,54%;0.18;-11,69%;-520,24%;0.0;1072860000.0;8.31;3,50%;-14.21;2.73
214;AGXY3;1.72;-1.17;0.29;0.028;2,31%;0.038;1.29;0.67;-0.45;3.04;2.25;4,25%;-2,34%;1.04;11,13%;-24,61%;436186.0;1024290000.0;1.73;34,89%;-1.48;6.00
215;TXRX3;7.9;-1.12;-0.09;0.21;0,00%;0.159;-0.16;314.45;-0.07;3107.73;70.26;0,07%;-18,70%;0.32;0,07%;8,34%;4142.1;-359822000.0;-0.83;16,24%;-7.05;-84.49
216;MWET3;13.3;-1.08;-4.73;0.102;0,00%;0.091;22.81;-2.67;-0.15;-10.47;-18.26;-3,82%;-9,44%;1.01;-3,69%;436,88%;32.44;-5792000.0;-13.84;16,20%;-12.30;-2.81
217;GPIV33;3.5;-1.08;0.59;-1.218;0,00%;0.19;1.81;-1.0;-2.7;-0.53;-0.53;121,82%;151,42%;1.38;-30,70%;-54,77%;684460.0;960398000.0;0.89;123,96%;-3.25;5.93
218;LGLO4;100.0;-1.05;0.65;0.225;0,00%;0.192;-0.32;-1.24;-0.32;-2.13;-2.13;-18,10%;-21,47%;0.14;-18,37%;-62,51%;0.0;5191000.0;0.49;-11,42%;-95.44;152.68
219;IDVL3;2.16;-1.02;0.93;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-91,76%;0.0;237683000.0;0.0;0,00%;-2.12;2.31
220;DOTZ3;6.32;-1.0;-0.38;0.602;0,00%;0.28;-0.45;-2.03;-0.22;-2.05;-5.75;-29,65%;-59,93%;0.44;-25,73%;37,49%;84443.8;-222238000.0;-0.47;3,03%;-6.29;-16.78
221;CTSA4;1.62;-0.92;0.2;0.418;0,00%;0.071;0.87;-0.77;-0.22;-3.78;-4.65;-54,35%;-45,69%;1.37;-10,65%;-21,36%;68228.1;230512000.0;0.91;-24,78%;-1.77;8.28
222;ESTR3;7.6;-0.9;-0.11;0.384;0,00%;0.21;-0.11;-15.6;-0.09;-36.99;-77.62;-2,46%;-42,60%;0.22;-1,60%;12,38%;56.59;-549899000.0;-0.15;9,53%;-8.42;-68.02
223;VIVR3;3.2;-0.85;4.38;1.055;0,00%;0.287;14.26;-2.93;-0.63;-2.75;-2.83;-35,97%;-124,12%;1.04;-11,03%;-514,44%;882519.0;19987000.0;0.97;2,88%;-3.76;0.73
224;DHBI3;19.0;-0.83;-0.17;0.869;0,00%;0.343;-0.16;-3.68;-0.13;-24.58;-59.55;-23,58%;-154,81%;0.12;-10,50%;21,03%;0.0;-456340000.0;-0.99;-23,62%;-22.86;-108.73
225;LETO5;2.06;-0.83;-0.14;0.0;0,00%;0.248;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;17,05%;0.0;-58642000.0;0.0;-17,38%;-2.50;-14.65
226;JFEN3;1.7;-0.81;-0.05;0.427;0,00%;0.033;-0.15;-0.5;-0.04;-8.54;-8.72;-86,07%;-57,56%;0.78;-7,27%;6,43%;36580.1;-683911000.0;-0.89;24,41%;-2.09;-32.50
227;IENG3;0.15;-0.81;0.99;1.717;0,00%;0.11;-1.17;3.88;-0.3;25.11;25.11;44,29%;-224,61%;0.85;2,84%;-122,41%;0.0;52234000.0;5.45;8,13%;-0.19;0.15
228;FHER3;5.86;-0.78;8.1;0.058;0,00%;0.111;0.77;-0.84;-0.45;-0.72;-0.82;-6,88%;-7,38%;1.24;-24,47%;-1.033,75%;51987.2;38987000.0;0.05;49,83%;-7.48;0.72
229;LATM11;28.65;-0.68;0.02;0.006;0,00%;0.003;-0.02;0.05;0.0;7.74;7.74;11,46%;-0,39%;0.49;6,55%;-2,37%;0.0;11357000000.0;2.92;16,69%;-41.89;1764.33
230;CELM3;15.0;-0.67;-0.16;0.257;0,00%;0.132;-0.21;-1.02;-0.1;-4.26;-4.26;-25,14%;-38,36%;0.44;-15,60%;23,41%;0.0;-11104000.0;-0.66;5,80%;-22.41;-95.72
231;BAHI11;2.0;-0.65;1.22;0.14;0,00%;0.085;-0.22;-3.99;-0.1;-17.47;46.28;-3,51%;-22,11%;0.13;-2,19%;-188,32%;0.0;43092000.0;4.38;63,05%;-3.07;1.63
232;IENG5;0.12;-0.65;0.79;1.374;0,00%;0.088;-0.93;3.1;-0.24;24.33;24.33;44,29%;-224,61%;0.85;2,84%;-122,41%;0.0;52234000.0;5.45;8,13%;-0.19;0.15
233;BRPR3;131.17;-0.57;0.05;0.695;3.299,44%;0.038;1.73;12.11;-0.49;-3.7;-2.55;5,74%;-123,98%;1.12;0,35%;-9,34%;0.0;1136910000.0;0.07;-25,05%;-228.82;2450.23
234;CTSA8;1.0;-0.57;0.12;0.258;0,00%;0.044;0.54;-0.48;-0.13;-3.48;-4.28;-54,35%;-45,69%;1.37;-10,65%;-21,36%;0.0;230512000.0;0.91;-24,78%;-1.77;8.28
235;CTNM3;8.4;-0.54;1.07;0.214;0,00%;0.078;-0.25;-0.64;-0.14;-3.36;-4.56;-33,48%;-70,52%;0.49;-14,43%;-197,20%;21972.1;240294000.0;5.43;-4,20%;-15.47;7.84
236;FRTA3;1.38;-0.5;-0.04;0.377;0,00%;0.094;-0.03;-0.83;-0.03;-19.75;-21.52;-45,64%;-75,70%;0.03;-16,16%;7,67%;28407.3;-74222000.0;-0.88;-4,37%;-2.77;-36.14
237;REEM4;4.63;-0.48;-0.08;0.197;0,00%;0.137;-0.14;-4.33;-0.07;-3.84;-6.01;-4,54%;-40,65%;0.45;4,61%;15,78%;0.0;-372708000.0;0.0;-13,59%;-9.57;-60.63
238;CCXC3;1.16;-0.48;-0.04;0.0;0,00%;0.185;0.0;-0.65;0.0;-0.52;-0.52;0,00%;0,00%;0.0;0,00%;7,85%;0.0;-52699000.0;0.0;0,00%;-2.43;-30.98
239;MWET4;5.8;-0.47;-2.06;0.045;0,00%;0.04;9.95;-1.17;-0.06;-8.96;-15.63;-3,82%;-9,44%;1.01;-3,69%;436,88%;11164.0;-5792000.0;-13.84;16,20%;-12.30;-2.81
240;BHIA3;8.13;-0.43;0.17;0.026;0,00%;0.024;-0.16;0.53;-0.05;5.35;3.01;4,81%;-5,91%;0.74;6,25%;-40,32%;45232900.0;4434000000.0;1.95;4,63%;-18.80;46.63
241;DOCA3;11.0;-0.4;-0.03;-3.064;0,00%;0.03;-0.32;-0.26;-0.02;-6.86;-6.76;1.165,92%;636,17%;0.61;-12,48%;8,24%;0.0;-390317000.0;-0.82;-38,80%;-27.75;-336.76
242;PCAR3;3.33;-0.4;0.19;0.047;0,00%;0.041;0.69;0.79;-0.09;2.13;1.07;5,92%;-11,09%;1.21;7,57%;-48,15%;48947900.0;4717000000.0;1.12;-27,70%;-8.41;17.46
243;TXRX4;2.79;-0.4;-0.03;0.074;0,00%;0.056;-0.06;111.05;-0.03;2904.33;65.66;0,07%;-18,70%;0.32;0,07%;8,34%;50839.2;-359822000.0;-0.83;16,24%;-7.05;-84.49
