;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;LPA;VPA
0;IVTT3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-0,40%;0.0;1083050000.0;0.0;20,67%;0.00;0.00
1;CFLU4;1000.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;8,88%;10,72%;1.1;17,68%;32,15%;0.0;60351000.0;0.06;8,14%;0.00;0.00
2;CLAN3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-1,05%;0.0;1012240000.0;0.0;-63,96%;0.00;0.00
3;MNSA3;0.42;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;-208,15%;-362,66%;3.63;-13,50%;145,70%;0.0;-9105000.0;-6.52;-41,11%;0.00;0.00
4;MNSA4;0.47;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;-208,15%;-362,66%;3.63;-13,50%;145,70%;0.0;-9105000.0;-6.52;-41,11%;0.00;0.00
5;POPR4;10.17;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;8,66%;5,65%;1.08;15,25%;19,93%;0.0;545803000.0;0.82;30,93%;0.00;0.00
6;PORP4;2.4;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-2,08%;0.0;22399000.0;0.0;13,66%;0.00;0.00
7;CSTB3;150.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;40,85%;28,98%;2.6;22,40%;20,11%;0.0;8420670000.0;0.14;31,91%;0.00;0.00
8;CSTB4;147.69;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;40,85%;28,98%;2.6;22,40%;20,11%;0.0;8420670000.0;0.14;31,91%;0.00;0.00
9;PMET3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;4,10%;0.0;-290863000.0;0.0;37,74%;0.00;0.00
10;GNDI3;66.95;-3584.82;5.84;3.423;2,39%;2.378;79.65;87.05;-6.21;91.13;50.88;3,93%;-0,09%;1.17;3,09%;-0,16%;0.0;7116080000.0;0.53;25,23%;-0.02;11.47
11;GUAR4;151.0;-2200.21;14.43;8.57;0,00%;5.281;20.8;217.88;811.12;220.96;78.78;3,93%;-0,39%;1.66;3,20%;-0,66%;0.0;5223160000.0;0.67;5,56%;-0.07;10.46
12;PRNR3;12.21;-2105.03;2.51;0.565;0,00%;0.788;4.74;6.14;-4.99;8.07;5.91;9,20%;3,22%;1.49;15,44%;-0,12%;3094820.0;227184000.0;1.2;36,30%;-0.01;4.86
13;PLDN4;486.0;-553.07;1.08;0.919;0,00%;0.611;1.07;-75.56;3.1;-33.12;-33.12;-1,22%;-0,17%;10.81;-1,27%;-0,20%;0.0;289939000.0;0.01;10,26%;-0.88;449.34
14;EMBR3;26.65;-483.16;1.55;0.735;0,00%;0.378;1.7;8.89;-2.29;11.79;7.71;8,27%;-0,26%;1.65;5,60%;-0,32%;144557000.0;12757400000.0;1.12;21,60%;-0.06;17.23
15;LWSA3;5.9;-397.65;1.21;2.818;0,88%;0.783;6.0;51.08;10.81;36.04;13.45;5,52%;-0,71%;1.45;2,05%;-0,30%;46347400.0;2921510000.0;0.02;41,70%;-0.01;4.89
16;LCSA4;35.09;-337.52;-228.0;79.738;0,00%;125.308;-202.27;-505.8;-96.61;-506.56;-506.56;-15,77%;-23,63%;0.29;-28,74%;67,55%;0.0;-377568000.0;-0.35;6.354,07%;-0.10;-0.15
17;BHGR3;19.1;-272.16;1.1;3.613;0,00%;0.855;-194.45;23.7;-8.56;25.95;14.2;15,24%;-1,31%;0.96;3,93%;-0,40%;0.0;1077600000.0;0.2;20,67%;-0.07;17.34
18;DMMO3;1.76;-258.65;-1.72;2.854;0,00%;3.346;11.9;6.37;-1.37;5.9;5.42;44,81%;-1,10%;2.25;70,39%;0,66%;0.0;-553275000.0;0.0;-17,37%;-0.01;-1.03
19;RJCP3;0.01;-224.7;0.65;0.0;0,00%;0.619;0.0;-522.94;0.0;-523.96;-917.32;0,00%;0,00%;0.0;0,00%;-0,29%;0.0;17287200.0;0.0;0,00%;0.00;0.02
20;ABYA3;4.91;-214.8;1.76;2.055;0,00%;0.527;1.98;19.96;-2.75;33.67;33.67;10,29%;-0,96%;2.09;2,78%;-0,82%;0.0;292060000.0;1.31;16,41%;-0.02;2.78
21;PITI4;1.28;-204.74;0.0;0.0;0,00%;0.0;0.0;-2637.65;0.0;-2637.65;111.07;0,00%;0,00%;0.0;0,00%;0,00%;0.0;0.0;0.0;-29,63%;-0.01;0.00
22;ENAT3;27.0;-158.1;1.85;5.169;0,56%;0.882;7.14;54.7;-3.4;62.2;10.24;9,45%;-3,27%;1.88;2,20%;-1,17%;48439200.0;3877450000.0;0.71;13,63%;-0.17;14.59
23;MRVE3;8.07;-152.34;0.67;0.611;0,00%;0.181;0.75;16.3;-0.78;43.0;29.08;3,75%;-0,25%;2.07;1,16%;-0,44%;172013000.0;6745350000.0;1.16;4,17%;-0.05;11.98
24;BAUH4;78.8;-145.05;4.16;1.887;1,53%;2.518;29.23;44.23;41.45;41.86;26.29;4,27%;-1,30%;1.23;9,17%;-2,87%;6265.68;98833000.0;0.08;4,28%;-0.54;18.93
25;SYNE3;8.58;-130.42;0.86;3.084;0,00%;0.327;3.88;7.36;-1.28;11.07;8.25;41,91%;1,31%;5.28;4,84%;-0,66%;3658140.0;1516280000.0;0.64;-2,28%;-0.07;9.93
26;LCSA3;12.5;-120.23;-81.22;28.405;0,00%;44.638;-72.05;-180.18;-34.41;-180.95;-180.95;-15,77%;-23,63%;0.29;-28,74%;67,55%;0.0;-377568000.0;-0.35;6.354,07%;-0.10;-0.15
27;MAGG3;59.4;-119.98;1.32;0.684;0,00%;0.44;9.32;4.07;-1.55;6.41;5.34;16,82%;-0,57%;1.14;14,05%;-1,10%;0.0;2246130000.0;1.03;9,27%;-0.50;44.89
28;SQIA3;27.37;-110.33;3.7;3.592;0,20%;1.49;25.87;62.33;-3.84;67.32;18.5;5,76%;-2,88%;1.43;2,81%;-3,35%;0.0;650717000.0;0.65;46,32%;-0.25;7.40
29;GUAR3;7.45;-108.55;0.71;0.423;0,00%;0.261;1.03;10.75;40.02;13.83;4.93;3,93%;-0,39%;1.66;3,20%;-0,66%;14407500.0;5223160000.0;0.67;5,56%;-0.07;10.46
30;LINX3;37.4;-90.95;4.38;7.885;1,52%;2.745;11.96;53.17;47.06;51.49;22.97;14,83%;-8,67%;2.14;6,82%;-4,81%;0.0;1619010000.0;0.22;15,54%;-0.41;8.55
31;BNCA3;70.3;-90.3;2.45;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-2,72%;0.0;3068150000.0;0.0;2,41%;-0.78;28.66
32;ATOM3;1.91;-88.29;2.69;2.14;16,77%;1.752;1.86;-23.13;2.79;-13.18;-14.7;-9,26%;-2,42%;30.64;-32,48%;-3,04%;29244.6;16924000.0;0.0;19,39%;-0.02;0.71
33;MOVI3;9.3;-75.37;1.11;0.319;1,30%;0.155;4.05;1.51;-0.24;6.76;3.96;21,06%;-0,42%;1.21;12,65%;-1,48%;35085700.0;3027690000.0;4.52;34,47%;-0.12;8.36
34;AMIL3;32.2;-73.28;7.7;1.129;0,00%;2.003;-16.95;136.58;-5.43;138.61;50.13;0,83%;-1,53%;0.75;2,22%;-10,51%;0.0;1532980000.0;1.24;28,47%;-0.44;4.18
35;CSAN3;16.72;-67.82;1.7;0.771;2,56%;0.227;2.91;4.54;-0.5;11.38;7.67;16,98%;6,43%;1.62;5,79%;-2,50%;128183000.0;18481500000.0;3.37;39,10%;-0.25;9.86
36;CSNA3;16.27;-67.8;1.23;0.475;12,05%;0.236;2.68;2.89;-0.56;6.54;4.5;16,45%;0,89%;1.32;11,29%;-1,82%;125999000.0;17500700000.0;2.56;16,76%;-0.24;13.20
37;BRTP3;35.71;-67.26;2.45;1.168;0,00%;0.684;8.98;6.03;-2.4;7.55;7.55;19,37%;-2,96%;1.29;13,41%;-3,64%;0.0;5302340000.0;0.91;3,66%;-0.53;14.57
38;IDVL11;140.0;-66.0;60.56;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-91,76%;0.0;237683000.0;0.0;0,00%;-2.12;2.31
39;PRGA4;75.0;-62.2;8.46;2.354;0,00%;2.203;19.22;202.97;-8.05;219.67;35.5;1,16%;-3,49%;1.34;1,83%;-13,59%;0.0;14923400000.0;1.35;13,36%;-1.21;8.87
40;SCLO3;14.1;-55.04;-83.94;0.0;0,00%;725.908;-76.91;-96.03;-76.23;-96.22;-96.22;0,00%;0,00%;0.01;-782,59%;152,53%;0.0;-161253.0;-0.17;0,00%;-0.26;-0.17
41;DOHL3;6.51;-52.79;0.7;0.807;0,00%;0.495;1.11;-31.92;1.91;-35.36;217.99;-2,53%;-1,53%;5.15;-1,74%;-1,33%;15.88;699312000.0;0.18;7,38%;-0.12;9.24
42;PEFX3;19.0;-52.04;1.68;0.477;0,00%;0.597;20.34;5.75;-3.18;6.59;0.0;8,30%;-0,92%;1.07;11,77%;-3,24%;0.0;396955000.0;0.31;4,36%;-0.37;11.28
43;PEFX5;19.0;-52.04;1.68;0.477;0,00%;0.597;20.34;5.75;-3.18;6.59;0.0;8,30%;-0,92%;1.07;11,77%;-3,24%;0.0;396955000.0;0.31;4,36%;-0.37;11.28
44;MTIG4;23.0;-49.52;-359.15;56.001;0,00%;36.906;-50.93;-94.31;-44.0;-95.57;-104.6;-59,38%;-113,09%;0.27;-47,80%;725,28%;0.0;-7835380.0;-4.95;-26,54%;-0.46;-0.06
45;MAPT3;7.79;-49.03;-1.15;0.0;0,00%;9.261;-7159.01;-51.14;-1.02;-51.14;-51.14;0,00%;0,00%;0.0;-18,11%;2,35%;4290.9;-6223000.0;0.0;0,00%;-0.16;-6.77
46;TOYB4;2.5;-47.96;-5.43;5.256;0,00%;4.405;-6.47;-9.04;-3.83;-9.15;-9.67;-58,16%;-10,96%;0.49;-59,36%;11,31%;0.0;-13852000.0;-0.07;-26,99%;-0.05;-0.46
47;IMBI3;5.01;-46.42;2.81;2659.02;0,00%;0.518;-2.21;-97.12;-0.37;-104.72;-107.45;-2.737,88%;-13.821,20%;0.05;-0,54%;-6,05%;0.0;62544000.0;0.22;-57,16%;-0.11;1.79
48;CLAN4;3.0;-44.92;0.47;15.151;0,00%;0.406;-15.5;-82.56;-6.36;-97.43;22.68;-18,35%;-33,73%;0.73;-0,50%;-1,05%;0.0;1012240000.0;0.08;-63,96%;-0.07;6.38
49;TOYB3;2.29;-43.94;-4.97;4.815;0,00%;4.035;-5.93;-8.28;-3.5;-8.39;-8.87;-58,16%;-10,96%;0.49;-59,36%;11,31%;0.0;-13852000.0;-0.07;-26,99%;-0.05;-0.46
50;EBTP3;10.21;-43.56;1.17;0.548;0,00%;0.353;-502.47;6.42;-0.73;8.46;2.85;8,53%;-1,03%;0.99;6,03%;-2,68%;0.0;10782200000.0;0.39;22,10%;-0.23;8.76
51;EBTP4;10.0;-42.66;1.14;0.537;0,00%;0.346;-492.13;6.29;-0.71;8.33;2.81;8,53%;-1,03%;0.99;6,03%;-2,68%;0.0;10782200000.0;0.39;22,10%;-0.23;8.76
52;MAPT4;6.56;-41.29;-0.97;0.0;0,00%;7.799;-6028.64;-43.06;-0.86;-43.06;-43.06;0,00%;0,00%;0.0;-18,11%;2,35%;16722.8;-6223000.0;0.0;0,00%;-0.16;-6.77
53;CASH3;8.47;-39.69;0.95;2.255;0,00%;0.752;1.21;-10.36;1.35;-1.03;-1.43;-21,76%;-7,82%;5.63;-22,96%;-2,39%;17582200.0;776479000.0;0.0;47,01%;-0.21;8.93
54;DOHL4;4.89;-39.65;0.53;0.606;0,00%;0.372;0.83;-23.97;1.44;-27.42;169.03;-2,53%;-1,53%;5.15;-1,74%;-1,33%;10676.7;699312000.0;0.18;7,38%;-0.12;9.24
55;FBRA4;34.58;-39.57;1.66;0.457;0,00%;0.738;18.94;7.4;-4.43;10.62;10.62;6,18%;-1,15%;1.11;11,94%;-4,20%;0.0;213406000.0;0.77;12,48%;-0.87;20.79
56;BRTP4;20.81;-39.19;1.43;0.681;0,00%;0.399;5.23;3.51;-1.4;5.03;5.03;19,37%;-2,96%;1.29;13,41%;-3,64%;0.0;5302340000.0;0.91;3,66%;-0.53;14.57
57;MNPR3;21.49;-37.83;-0.47;0.403;0,00%;0.458;-0.41;2.31;-0.33;2.31;2.0;17,47%;-1,06%;0.34;21,00%;1,25%;66232.8;-322426000.0;0.0;16,20%;-0.57;-45.41
58;AURE3;11.83;-37.24;0.96;1.914;28,74%;0.408;5.67;12.96;-1.11;16.44;9.65;14,77%;-5,14%;1.54;3,63%;-2,57%;59127600.0;12369000000.0;0.52;53,48%;-0.32;12.37
59;KROT11;40.0;-35.86;0.89;1.887;0,00%;0.425;13.84;8.34;-1.39;13.07;8.59;22,62%;-5,52%;1.21;5,64%;-2,47%;0.0;12083300000.0;0.61;-6,35%;-1.12;45.07
60;ITEC3;40.1;-35.12;22.04;2611.69;0,00%;9.216;25.42;-26.0;-68.91;-24.8;-29.56;-10.044,70%;-7.435,88%;5.23;-63,06%;-62,76%;0.0;20143000.0;0.0;-74,79%;-1.14;1.82
61;MGLU3;2.03;-34.45;1.44;0.366;0,00%;0.371;5.83;13.35;-1.73;17.36;7.69;2,75%;-1,06%;1.14;4,22%;-4,17%;279656000.0;9532650000.0;0.78;19,50%;-0.06;1.41
62;IMBI4;3.5;-32.43;1.96;1857.6;0,00%;0.362;-1.54;-67.85;-0.26;-75.44;-77.41;-2.737,88%;-13.821,20%;0.05;-0,54%;-6,05%;0.0;62544000.0;0.22;-57,16%;-0.11;1.79
63;PRTX3;2.77;-32.27;-145.32;297.651;0,00%;1.4;-2.57;-97.11;-1.43;-128.99;37.19;-306,50%;-922,47%;0.05;-1,50%;450,37%;0.0;-18917000.0;-49.85;307,96%;-0.09;-0.02
64;CRFB3;12.16;-32.25;1.33;0.233;1,21%;0.276;-9.2;6.9;-0.94;9.27;6.1;3,38%;-0,58%;0.94;6,15%;-4,14%;87358300.0;19218000000.0;1.1;17,07%;-0.38;9.12
65;KROT4;5.12;-32.13;0.8;1.691;0,00%;0.381;12.4;7.47;-1.25;12.2;8.02;22,62%;-5,52%;1.21;5,64%;-2,47%;0.0;12083300000.0;0.61;-6,35%;-0.16;6.44
66;OMGE3;27.57;-32.03;1.59;3.419;0,00%;0.543;10.86;12.56;-1.06;24.34;13.09;27,23%;-11,12%;1.72;4,69%;-4,95%;0.0;3483570000.0;1.66;38,73%;-0.86;17.39
67;DFVA3;9.9;-31.38;60.69;4.327;0,00%;5.365;29.1;-55.91;-31.47;-58.28;-58.28;-7,74%;-13,79%;1.33;-10,35%;-193,42%;0.0;1170000.0;2.84;3,39%;-0.32;0.16
68;ASTA4;25.83;-30.79;1.0;0.652;0,00%;0.446;2.57;19.9;-3.3;33.2;33.2;3,28%;-2,12%;1.71;2,52%;-3,25%;0.0;515672000.0;0.85;-4,73%;-0.84;25.78
69;VGOR4;5.87;-29.58;7.18;1.229;0,00%;1.468;113.97;27.32;-3.22;34.09;34.09;4,50%;-4,59%;1.04;6,00%;-24,29%;0.0;135178000.0;1.89;4,77%;-0.20;0.82
70;BALM3;10.99;-29.53;0.73;0.588;8,07%;0.431;0.9;3.81;1.44;2.66;2.29;15,45%;-0,48%;3.08;15,33%;-2,48%;1036.54;146999000.0;0.15;3,82%;-0.37;15.00
71;CRBM3;90.0;-28.95;3.26;1.498;0,00%;1.172;2.98;-15.45;16.9;-14.17;-14.17;-9,70%;-5,18%;2.24;-12,71%;-11,28%;0.0;827347000.0;0.45;-1,58%;-3.11;27.57
72;HAPV3;3.89;-28.63;0.6;1.088;0,00%;0.392;68.88;840.58;-1.75;997.59;15.53;0,13%;-3,81%;1.05;0,05%;-2,09%;282927000.0;49114400000.0;0.22;52,89%;-0.14;6.51
73;BAHI4;86.0;-27.97;52.67;6.01;0,00%;3.635;-9.67;-171.36;-4.23;-184.84;489.64;-3,51%;-22,11%;0.13;-2,19%;-188,32%;0.0;43092000.0;4.38;63,05%;-3.07;1.63
74;CLSA3;4.06;-27.21;1.07;1.463;0,00%;0.849;1.79;-9.13;1.87;-4.66;-9.54;-16,03%;-5,38%;3.59;-18,35%;-3,92%;3909740.0;716090000.0;0.06;6,43%;-0.15;3.81
75;BALM4;9.8;-26.33;0.65;0.525;9,05%;0.385;0.81;3.4;1.28;2.25;1.93;15,45%;-0,48%;3.08;15,33%;-2,48%;2001.88;146999000.0;0.15;3,82%;-0.37;15.00
76;OFSA3;23.5;-25.37;1.84;1.344;2,01%;0.991;2.13;12.94;5.3;14.25;10.4;10,38%;-5,30%;3.56;10,88%;-7,25%;199171.0;689374000.0;0.63;12,70%;-0.93;12.78
77;DFVA4;8.0;-25.35;49.04;3.497;0,00%;4.335;23.51;-45.18;-25.43;-47.55;-47.55;-7,74%;-13,79%;1.33;-10,35%;-193,42%;0.0;1170000.0;2.84;3,39%;-0.32;0.16
78;PTBL3;6.04;-24.24;2.21;0.389;3,48%;0.258;80.41;7.83;-0.54;16.03;7.06;4,97%;-1,60%;1.01;4,81%;-9,10%;3510420.0;385934000.0;3.57;20,35%;-0.25;2.74
79;ANIM3;5.32;-23.03;0.84;0.585;0,00%;0.217;12.29;3.49;-0.43;9.98;5.28;16,78%;1,57%;1.1;7,12%;-3,66%;25448700.0;2551290000.0;1.98;38,61%;-0.23;6.32
80;MODL3;3.08;-22.99;1.88;0.0;0,71%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-8,17%;0.0;1154890000.0;0.0;-62,37%;-0.13;1.64
81;TAMM4;52.73;-22.74;3.8;0.626;0,00%;0.524;-31.11;9.77;-0.96;18.01;9.66;6,41%;-2,21%;0.95;6,36%;-16,70%;0.0;2174310000.0;4.08;9,79%;-2.32;13.89
82;TAMM3;52.6;-22.68;3.79;0.625;0,00%;0.523;-31.04;9.74;-0.96;17.98;9.65;6,41%;-2,21%;0.95;6,36%;-16,70%;0.0;2174310000.0;4.08;9,79%;-2.32;13.89
83;BAHI5;65.0;-21.14;39.81;4.542;0,00%;2.747;-7.31;-129.51;-3.19;-143.0;378.8;-3,51%;-22,11%;0.13;-2,19%;-188,32%;0.0;43092000.0;4.38;63,05%;-3.07;1.63
84;MODL11;8.46;-21.05;1.72;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-8,17%;0.0;1154890000.0;0.0;-62,37%;-0.40;4.92
85;LVTC3;3.82;-20.8;0.39;0.274;0,35%;0.183;0.72;1.39;-1.41;0.82;0.39;19,72%;-1,32%;2.74;15,38%;-1,87%;85040.1;635111000.0;0.0;7,08%;-0.18;9.82
86;ORVR3;37.72;-20.47;5.07;4.134;0,00%;1.397;9.4;33.52;-3.23;43.63;14.82;12,33%;-19,37%;2.22;4,70%;-24,76%;13321000.0;617519000.0;1.85;40,55%;-1.84;7.44
87;MODL4;2.72;-20.3;1.66;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;-8,17%;0.0;1154890000.0;0.0;-62,37%;-0.13;1.64
88;AMBP3;15.12;-19.9;2.55;0.535;0,60%;0.24;1.01;2.64;-0.58;7.37;5.22;20,25%;-0,63%;2.3;12,67%;-12,82%;11313100.0;989635000.0;7.15;79,72%;-0.76;5.92
89;CESP3;25.55;-19.83;1.12;6.411;0,00%;0.657;7.94;14.42;-2.26;16.13;9.88;44,45%;-32,33%;3.09;5,14%;-5,64%;0.0;7961190000.0;0.31;0,54%;-1.29;22.83
90;CESP6;25.25;-19.59;1.11;6.336;0,00%;0.649;7.85;14.25;-2.23;15.96;9.78;44,45%;-32,33%;3.09;5,14%;-5,64%;0.0;7961190000.0;0.31;0,54%;-1.29;22.83
91;CESP5;25.0;-19.4;1.1;6.273;0,00%;0.643;7.77;14.11;-2.21;15.82;9.69;44,45%;-32,33%;3.09;5,14%;-5,64%;0.0;7961190000.0;0.31;0,54%;-1.29;22.83
92;CRBM7;60.0;-19.3;2.18;0.999;0,00%;0.782;1.99;-10.3;11.26;-9.02;-9.02;-9,70%;-5,18%;2.24;-12,71%;-11,28%;0.0;827347000.0;0.45;-1,58%;-3.11;27.57
93;WMBY3;25.39;-19.3;2.87;0.836;0,00%;0.182;1.2;8.62;-1.5;25.02;25.02;9,70%;-7,05%;1.44;2,39%;-14,86%;0.0;212439000.0;6.51;-14,48%;-1.32;8.85
94;ESPA3;1.07;-19.17;0.44;0.389;0,00%;0.169;2.91;3.42;-0.87;9.54;5.49;11,36%;-2,27%;1.16;5,54%;-2,30%;1292810.0;877564000.0;1.04;14,84%;-0.06;2.43
95;TDBH4;0.66;-18.63;1.28;0.906;0,00%;0.811;-6.15;8.73;-5.66;10.23;10.23;10,38%;-4,86%;0.63;10,48%;-6,85%;0.0;554115000.0;0.27;35,74%;-0.04;0.52
96;TANC4;43.0;-18.54;3.1;0.511;0,00%;0.428;-25.37;7.96;-0.78;16.2;8.69;6,41%;-2,21%;0.95;6,36%;-16,70%;0.0;2174310000.0;4.08;9,79%;-2.32;13.89
97;FRIO3;296.65;-18.02;-4.24;0.967;0,00%;1.077;-3.02;20.5;-2.18;35.68;22.18;4,72%;-4,53%;0.67;7,44%;23,53%;237906.0;-439858000.0;-3.48;10,06%;-16.47;-69.97
98;COGN3;2.87;-18.01;0.45;0.948;0,00%;0.214;6.95;4.19;-0.7;8.92;5.86;22,62%;-5,52%;1.21;5,64%;-2,47%;82039800.0;12083300000.0;0.61;-6,35%;-0.16;6.44
99;TELB3;14.1;-17.94;0.77;3.065;0,00%;0.301;0.95;-3.92;-1.44;-0.28;-1.38;-78,09%;-17,09%;4.96;-11,71%;-4,28%;22241.7;1586870000.0;0.07;58,75%;-0.79;18.37
100;QUAL3;2.37;-16.8;0.51;0.376;3,34%;0.144;3.03;1.61;-0.39;4.73;2.24;23,33%;-1,83%;1.16;12,64%;-3,02%;16029000.0;1326160000.0;1.76;-1,88%;-0.14;4.67
101;CCIM3;5.52;-16.44;0.94;0.498;0,00%;0.198;0.53;8.96;-1.09;25.04;38.84;5,55%;-3,03%;2.58;2,38%;-5,75%;0.0;660347000.0;1.93;29,98%;-0.34;5.84
102;CBEE3;12.0;-15.9;0.57;0.391;0,00%;0.173;-0.64;3.38;-0.33;9.78;5.46;11,56%;-2,46%;0.4;5,50%;-3,59%;273.42;5340880000.0;1.11;8,04%;-0.75;21.02
103;TDBH3;0.56;-15.81;1.08;0.769;0,00%;0.688;-5.22;7.4;-4.8;8.91;8.91;10,38%;-4,86%;0.63;10,48%;-6,85%;0.0;554115000.0;0.27;35,74%;-0.04;0.52
104;RCSL3;1.7;-15.65;1865.44;3.501;0,00%;3.529;25.99;-109.34;-6.95;-109.32;-309.5;-3,20%;-22,70%;1.38;-3,35%;-11.920,70%;8990590.0;116000.0;0.0;41,90%;-0.11;0.00
105;GBIO33;10.4;-14.97;1.32;1.518;0,00%;0.791;7.57;13.53;17.58;16.06;16.06;11,21%;-10,14%;1.31;7,12%;-8,83%;0.0;838439000.0;0.31;-8,99%;-0.69;7.86
106;BRFS3;16.99;-14.09;1.92;0.533;0,00%;0.499;4.35;45.98;-1.82;62.68;10.13;1,16%;-3,49%;1.34;1,83%;-13,59%;127409000.0;14923400000.0;1.35;13,36%;-1.21;8.87
107;LECO4;1.46;-13.48;2.0;0.637;0,00%;0.924;-16.84;-29.69;-3.16;-32.69;-32.69;-2,14%;-4,72%;0.82;-3,48%;-14,82%;0.0;105928000.0;0.2;3,58%;-0.11;0.73
108;SEDU3;23.8;-13.36;15.0;3.443;0,00%;1.531;57.9;-22.47;-2.67;-28.68;-69.64;-15,33%;-25,73%;1.09;-8,15%;-112,29%;0.0;415869000.0;4.67;10,87%;-1.78;1.59
109;BIOM3;8.96;-13.31;11.48;9.128;0,00%;3.348;32.7;-16.25;-9.56;-17.82;-17.64;-56,17%;-68,60%;1.4;-26,04%;-86,26%;369114.0;99012000.0;1.58;108,78%;-0.67;0.78
110;ALPK3;4.53;-13.3;2.68;0.725;0,00%;0.391;-2.84;3.02;-0.55;6.77;3.94;24,03%;-5,02%;0.49;14,94%;-20,12%;541314.0;367314000.0;3.84;10,44%;-0.34;1.69
111;TESA3;48.0;-13.3;1.62;1.007;0,00%;0.523;-11.1;9.41;-1.35;15.25;10.09;10,71%;-7,58%;0.86;6,42%;-12,18%;0.0;858223000.0;1.04;15,48%;-3.61;29.64
112;TELB4;10.4;-13.23;0.57;2.261;0,00%;0.222;0.7;-2.89;-1.06;0.75;3.73;-78,09%;-17,09%;4.96;-11,71%;-4,28%;47510.8;1586870000.0;0.07;58,75%;-0.79;18.37
113;ARTR3;10.01;-13.01;1.31;0.96;0,00%;0.304;-6.23;4.68;-0.45;13.61;6.93;20,53%;-7,38%;0.64;7,11%;-10,05%;0.0;4401740000.0;2.8;12,37%;-0.77;7.66
114;BIOM4;8.68;-12.89;11.12;8.843;0,00%;3.244;31.68;-15.74;-9.26;-17.31;-17.14;-56,17%;-68,60%;1.4;-26,04%;-86,26%;0.0;99012000.0;1.58;108,78%;-0.67;0.78
115;IGUA3;8.15;-12.52;-1.44;0.568;0,00%;0.564;-0.65;8.22;-0.6;14.8;5.8;6,91%;-4,53%;0.34;7,61%;11,52%;0.0;-164188000.0;-1.33;-7,41%;-0.65;-5.65
116;FGUI3;12.0;-12.41;-2.15;16.009;0,00%;25.203;-2.2;-57.76;-2.05;-70.17;-70.17;-27,72%;-129,00%;0.04;-60,74%;17,32%;0.0;-222024000.0;-0.46;2,13%;-0.97;-5.58
117;IGUA6;8.07;-12.4;-1.43;0.562;0,00%;0.558;-0.64;8.14;-0.59;14.72;5.77;6,91%;-4,53%;0.34;7,61%;11,52%;0.0;-164188000.0;-1.33;-7,41%;-0.65;-5.65
118;IGUA5;7.98;-12.26;-1.41;0.556;0,00%;0.552;-0.64;8.04;-0.59;14.63;5.73;6,91%;-4,53%;0.34;7,61%;11,52%;0.0;-164188000.0;-1.33;-7,41%;-0.65;-5.65
119;PRVI3;10.54;-11.74;1.61;0.919;0,00%;0.565;-250.86;9.71;-1.48;9.87;6.39;9,46%;-7,83%;0.99;6,15%;-13,71%;0.0;525170000.0;0.1;16,19%;-0.90;6.55
120;MTIG3;5.21;-11.22;-81.36;12.686;0,00%;8.36;-11.54;-21.36;-9.97;-22.62;-24.76;-59,38%;-113,09%;0.27;-47,80%;725,28%;0.0;-7835380.0;-4.95;-26,54%;-0.46;-0.06
121;CPNY3;2.35;-11.0;0.42;0.232;0,00%;0.054;0.2;1.21;-0.13;4.21;4.21;19,13%;-2,11%;2.26;5,48%;-3,86%;0.0;398830000.0;2.33;20,10%;-0.21;5.54
122;ZAMP3;3.85;-10.84;0.76;0.276;0,00%;0.257;-2.62;10.68;-0.58;17.53;3.22;2,58%;-2,55%;0.69;2,99%;-7,02%;4934320.0;1393680000.0;0.8;11,32%;-0.36;5.06
