,Ticker,FM,Tipo,Mod.,A/I/OTM,Strike,Distância % do Strike,Prêmio como % da última cotação,Último,Número de Negócios,Volume Negociado,Data/Hora,Vol. Implícita,Delta,Gamma,Theta,Vega,ativo
0,BBDCK930W2,,CALL,A,ITM,9.09,-33.46,,,,,,,,,,,BBDC4
1,BBDCK950W2,,CALL,A,ITM,9.29,-31.99,38.51,5.26,1.0,8416.0,31/10/2024,,,,,,BBDC4
2,BBDCK970W2,,CALL,A,ITM,9.49,-30.53,,,,,,,,,,,BBDC4
3,BBDCK990W2,,CALL,A,ITM,9.69,-29.06,,,,,,,,,,,BBDC4
4,BBDCK104W2,,CALL,A,ITM,10.19,-25.4,,,,,,,,,,,BBDC4
5,BBDCK109W2,,CALL,A,ITM,10.69,-21.74,,,,,,,,,,,BBDC4
6,BBDCK114W2,,CALL,A,ITM,11.19,-18.08,19.18,2.62,2.0,524.0,06/11/2024,,,,,,BBDC4
7,BBDCW164W2,,PUT,E,ITM,16.19,18.52,18.16,2.48,22.0,5439.0,06/11/2024,,,,,,BBDC4
8,BBDCW166W2,,PUT,E,ITM,16.44,20.35,,,,,,,,,,,BBDC4
9,BBDCW169W2,,PUT,E,ITM,16.69,22.18,,,,,,,,,,,BBDC4
10,BBDCW174W2,,PUT,E,ITM,17.19,25.84,25.62,3.5,24.0,8375.0,06/11/2024,,,,,,BBDC4
11,BBDCW179W2,,PUT,E,ITM,17.69,29.5,,,,,,,,,,,BBDC4
12,BBDCW184W2,,PUT,E,ITM,18.19,33.16,,,,,,,,,,,BBDC4
13,BBDCW189W2,,PUT,E,ITM,18.69,36.82,,,,,,,,,,,BBDC4
14,BBDCW194W2,,PUT,E,ITM,19.19,40.48,,,,,,,,,,,BBDC4
15,BBDCW199W2,,PUT,E,ITM,19.69,44.14,,,,,,,,,,,BBDC4
16,BBDCW204W2,,PUT,E,ITM,20.19,47.8,,,,,,,,,,,BBDC4
17,BBDCW209W2,,PUT,E,ITM,20.69,51.46,,,,,,,,,,,BBDC4
18,BBDCW214W2,,PUT,E,ITM,21.19,55.12,,,,,,,,,,,BBDC4
0,BBDCK119W2,,CALL,A,ITM,11.69,-14.42,,,,,,,,,,,BBDC4
1,BBDCK124W2,,CALL,A,ITM,12.19,-10.76,11.49,1.57,1.0,157.0,07/11/2024,,,,,,BBDC4
2,BBDCK129W2,,CALL,A,ITM,12.69,-7.1,7.17,0.98,3.0,2474.0,07/11/2024,,,,,,BBDC4
3,BBDCW146W2,,PUT,E,ITM,14.44,5.71,6.15,0.84,16.0,174633.0,07/11/2024,,,,,,BBDC4
4,BBDCW149W2,,PUT,E,ITM,14.69,7.54,7.61,1.04,16.0,16454.0,07/11/2024,,,,,,BBDC4
5,BBDCW154W2,,PUT,E,ITM,15.19,11.2,11.35,1.55,11.0,39612.0,07/11/2024,,,,,,BBDC4
6,BBDCW159W2,,PUT,E,ITM,15.69,14.86,15.15,2.07,2.0,2344.0,07/11/2024,,,,,,BBDC4
0,BBDCK134W2,,CALL,A,ITM,13.19,-3.44,3.15,0.43,6.0,71401.0,07/11/2024,,,,,,BBDC4
1,BBDCW134W2,,PUT,E,OTM,13.19,-3.44,0.07,0.01,4.0,184.0,07/11/2024,,,,,,BBDC4
2,BBDCK139W2,,CALL,A,ATM,13.69,0.22,0.59,0.08,38.0,30740.0,07/11/2024,,,,,,BBDC4
3,BBDCW139W2,,PUT,E,ATM,13.69,0.22,0.95,0.13,53.0,23708.0,07/11/2024,,,,,,BBDC4
4,BBDCK144W2,,CALL,A,OTM,14.19,3.88,0.07,0.01,14.0,239.0,07/11/2024,,,,,,BBDC4
5,BBDCW144W2,,PUT,E,ITM,14.19,3.88,4.17,0.57,18.0,39128.0,07/11/2024,,,,,,BBDC4
0,BBDCW119W2,,PUT,E,OTM,11.69,-14.42,0.07,0.01,4.0,400.0,29/10/2024,,,,,,BBDC4
1,BBDCW124W2,,PUT,E,OTM,12.19,-10.76,0.07,0.01,1.0,1.0,01/11/2024,,,,,,BBDC4
2,BBDCW129W2,,PUT,E,OTM,12.69,-7.1,0.07,0.01,1.0,6.0,06/11/2024,,,,,,BBDC4
3,BBDCK146W2,,CALL,E,OTM,14.44,5.71,0.07,0.01,7.0,39.0,07/11/2024,,,,,,BBDC4
4,BBDCK149W2,,CALL,A,OTM,14.69,7.54,0.07,0.01,16.0,229.0,06/11/2024,,,,,,BBDC4
5,BBDCK154W2,,CALL,A,OTM,15.19,11.2,0.07,0.01,1.0,20.0,07/11/2024,,,,,,BBDC4
6,BBDCK159W2,,CALL,A,OTM,15.69,14.86,0.07,0.01,2.0,50.0,07/11/2024,,,,,,BBDC4
0,BBDCW930W2,,PUT,E,OTM,9.09,-33.46,,,,,,,,,,,BBDC4
1,BBDCW950W2,,PUT,E,OTM,9.29,-31.99,,,,,,,,,,,BBDC4
2,BBDCW970W2,,PUT,E,OTM,9.49,-30.53,,,,,,,,,,,BBDC4
3,BBDCW990W2,,PUT,E,OTM,9.69,-29.06,,,,,,,,,,,BBDC4
4,BBDCW104W2,,PUT,E,OTM,10.19,-25.4,,,,,,,,,,,BBDC4
5,BBDCW109W2,,PUT,E,OTM,10.69,-21.74,,,,,,,,,,,BBDC4
6,BBDCW114W2,,PUT,E,OTM,11.19,-18.08,,,,,,,,,,,BBDC4
7,BBDCK164W2,,CALL,A,OTM,16.19,18.52,0.15,0.02,27.0,84.0,31/10/2024,,,,,,BBDC4
8,BBDCK166W2,,CALL,E,OTM,16.44,20.35,0.07,0.01,3.0,22.0,31/10/2024,,,,,,BBDC4
9,BBDCK169W2,,CALL,A,OTM,16.69,22.18,0.29,0.04,9.0,716.0,30/10/2024,,,,,,BBDC4
10,BBDCK174W2,,CALL,A,OTM,17.19,25.84,0.29,0.04,1.0,16.0,29/10/2024,,,,,,BBDC4
11,BBDCK179W2,,CALL,A,OTM,17.69,29.5,0.22,0.03,1.0,600.0,28/10/2024,,,,,,BBDC4
12,BBDCK184W2,,CALL,A,OTM,18.19,33.16,0.07,0.01,2.0,401.0,22/10/2024,,,,,,BBDC4
13,BBDCK189W2,,CALL,A,OTM,18.69,36.82,,,,,,,,,,,BBDC4
14,BBDCK194W2,,CALL,A,OTM,19.19,40.48,,,,,,,,,,,BBDC4
15,BBDCK199W2,,CALL,A,OTM,19.69,44.14,,,,,,,,,,,BBDC4
16,BBDCK204W2,,CALL,A,OTM,20.19,47.8,,,,,,,,,,,BBDC4
17,BBDCK209W2,,CALL,A,OTM,20.69,51.46,,,,,,,,,,,BBDC4
18,BBDCK214W2,,CALL,A,OTM,21.19,55.12,,,,,,,,,,,BBDC4
0,BBDCK781,,CALL,A,ITM,7.58,-44.51,47.22,6.45,1.0,1935.0,05/11/2024,,,,,,BBDC4
1,BBDCK801,,CALL,A,ITM,7.78,-43.05,45.24,6.18,1.0,618.0,04/11/2024,,,,,,BBDC4
2,BBDCK821,,CALL,A,ITM,7.98,-41.58,52.71,7.2,1.0,21600.0,15/10/2024,,,,,,BBDC4
3,BBDCK841,,CALL,A,ITM,8.18,-40.12,,,,,,,,,,,BBDC4
4,BBDCK861,,CALL,A,ITM,8.38,-38.65,,,,,,,,,,,BBDC4
5,BBDCK881,,CALL,A,ITM,8.58,-37.19,,,,,,,,,,,BBDC4
6,BBDCK870,,CALL,E,ITM,8.68,-36.46,,,,,,,,,,,BBDC4
7,BBDCK901,,CALL,A,ITM,8.78,-35.72,46.34,6.33,1.0,32283.0,23/10/2024,,,,,,BBDC4
8,BBDCK890,,CALL,E,ITM,8.88,-34.99,,,,,,,,,,,BBDC4
9,BBDCK921,,CALL,A,ITM,8.98,-34.26,,,,,,,,,,,BBDC4
10,BBDCK910,,CALL,E,ITM,9.08,-33.53,,,,,,,,,,,BBDC4
11,BBDCK941,,CALL,A,ITM,9.18,-32.8,,,,,,,,,,,BBDC4
12,BBDCK930,,CALL,E,ITM,9.28,-32.06,32.21,4.4,1.0,7040.0,07/11/2024,,,,,,BBDC4
13,BBDCK961,,CALL,A,ITM,9.38,-31.33,,,,,,,,,,,BBDC4
14,BBDCK950,,CALL,E,ITM,9.48,-30.6,,,,,,,,,,,BBDC4
15,BBDCK981,,CALL,A,ITM,9.58,-29.87,,,,,,,,,,,BBDC4
16,BBDCK991,,CALL,A,ITM,9.68,-29.14,32.5,4.44,1.0,17760.0,04/11/2024,,,,,,BBDC4
17,BBDCK98,,CALL,E,ITM,9.78,-28.4,38.8,5.3,1.0,42400.0,16/10/2024,,,,,,BBDC4
18,BBDCK601,,CALL,A,ITM,9.93,-27.31,29.65,4.05,21.0,28350.0,05/11/2024,,,,,,BBDC4
19,BBDCK2,,CALL,A,ITM,10.43,-23.65,24.6,3.36,1.0,8400.0,06/11/2024,,,,,,BBDC4
20,BBDCK10,,CALL,E,ITM,10.68,-21.82,21.3,2.91,1.0,291.0,07/11/2024,,,,,,BBDC4
21,BBDCK611,,CALL,A,ITM,10.93,-19.99,22.11,3.02,1.0,9060.0,05/11/2024,,,,,,BBDC4
22,BBDCK112,,CALL,E,ITM,11.18,-18.16,22.18,3.03,10.0,74454.0,01/11/2024,,,,,,BBDC4
23,BBDCK120,,CALL,A,ITM,11.43,-16.33,16.4,2.24,10.0,22440.0,07/11/2024,,,,,,BBDC4
24,BBDCW616,,PUT,E,ITM,15.93,16.62,16.76,2.29,10.0,9155.0,07/11/2024,,,,,,BBDC4
25,BBDCW163,,PUT,E,ITM,16.18,18.45,18.67,2.55,7.0,21928.0,07/11/2024,,,,,,BBDC4
26,BBDCW666,,PUT,E,ITM,16.43,20.28,20.35,2.78,2.0,16582.0,07/11/2024,,,,,,BBDC4
27,BBDCW170,,PUT,E,ITM,16.93,23.94,22.99,3.14,6.0,1906.0,06/11/2024,,,,,,BBDC4
28,BBDCW17,,PUT,E,ITM,17.18,25.77,25.4,3.47,7.0,57193.0,07/11/2024,,,,,,BBDC4
29,BBDCW676,,PUT,E,ITM,17.43,27.6,26.43,3.61,1.0,3249.0,07/11/2024,,,,,,BBDC4
30,BBDCW789,,PUT,E,ITM,17.68,29.43,26.87,3.67,3.0,8818.0,05/11/2024,,,,,,BBDC4
31,BBDCW182,,PUT,E,ITM,18.18,33.09,27.75,3.79,1.0,379.0,31/10/2024,,,,,,BBDC4
32,BBDCW686,,PUT,E,ITM,18.43,34.92,33.31,4.55,2.0,9050.0,07/11/2024,,,,,,BBDC4
33,BBDCW188,,PUT,E,ITM,18.68,36.75,35.51,4.85,1.0,194000.0,06/11/2024,,,,,,BBDC4
34,BBDCW19,,PUT,E,ITM,18.93,38.58,37.99,5.19,1.0,519.0,06/11/2024,,,,,,BBDC4
35,BBDCW192,,PUT,E,ITM,19.18,40.41,28.92,3.95,1.0,22515.0,17/10/2024,,,,,,BBDC4
36,BBDCW696,,PUT,E,ITM,19.43,42.24,37.99,5.19,1.0,519.0,04/11/2024,,,,,,BBDC4
37,BBDCW20,,PUT,E,ITM,19.93,45.9,39.53,5.4,4.0,65233.0,31/10/2024,,,,,,BBDC4
38,BBDCW202,,PUT,E,ITM,20.18,47.73,41.73,5.7,4.0,22744.0,31/10/2024,,,,,,BBDC4
39,BBDCW706,,PUT,E,ITM,20.43,49.56,45.46,6.21,1.0,1242.0,01/11/2024,,,,,,BBDC4
40,BBDCW209,,PUT,E,ITM,20.93,53.22,45.61,6.23,3.0,135191.0,31/10/2024,,,,,,BBDC4
41,BBDCW212,,PUT,E,ITM,21.18,55.05,42.46,5.8,2.0,52200.0,18/10/2024,,,,,,BBDC4
42,BBDCW716,,PUT,E,ITM,21.43,56.88,49.49,6.76,2.0,2040.0,31/10/2024,,,,,,BBDC4
43,BBDCW219,,PUT,E,ITM,21.93,60.54,48.02,6.56,2.0,130082.0,15/10/2024,,,,,,BBDC4
44,BBDCW222,,PUT,E,ITM,22.18,62.37,49.63,6.78,2.0,135800.0,15/10/2024,,,,,,BBDC4
45,BBDCW225,,PUT,E,ITM,22.43,64.2,63.18,8.63,1.0,25890.0,07/11/2024,,,,,,BBDC4
46,BBDCW230,,PUT,E,ITM,22.93,67.86,61.13,8.35,6.0,89973.0,31/10/2024,,,,,,BBDC4
47,BBDCW235,,PUT,E,ITM,23.43,71.52,59.96,8.19,2.0,91726.0,16/10/2024,,,,,,BBDC4
48,BBDCW240,,PUT,E,ITM,23.93,75.18,71.96,9.83,1.0,983.0,05/11/2024,,,,,,BBDC4
49,BBDCW245,,PUT,E,ITM,24.43,78.84,,,,,,,,,,,BBDC4
50,BBDCW250,,PUT,E,ITM,24.93,82.5,72.62,9.92,1.0,4960.0,30/10/2024,,,,,,BBDC4
51,BBDCW256,,PUT,E,ITM,25.43,86.16,85.94,11.74,7.0,70377.0,07/11/2024,,,,,,BBDC4
52,BBDCW261,,PUT,E,ITM,25.93,89.82,76.5,10.45,1.0,36575.0,17/10/2024,,,,,,BBDC4
53,BBDCW266,,PUT,E,ITM,26.43,93.48,,,,,,,,,,,BBDC4
54,BBDCW271,,PUT,E,ITM,26.93,97.14,,,,,,,,,,,BBDC4
55,BBDCW296,,PUT,E,ITM,29.43,115.45,103.73,14.17,2.0,161388.0,29/10/2024,,,,,,BBDC4
56,BBDCW496,,PUT,E,ITM,49.43,261.86,261.86,35.77,2.0,10703.0,07/11/2024,,,,,,BBDC4
57,BBDCW501,,PUT,E,ITM,49.93,265.52,259.88,35.5,1.0,7100.0,04/11/2024,,,,,,BBDC4
58,BBDCW531,,PUT,E,ITM,52.93,287.48,284.48,38.86,5.0,19416.0,05/11/2024,,,,,,BBDC4
0,BBDCK11,,CALL,E,ITM,11.68,-14.49,19.99,2.73,8.0,48180.0,31/10/2024,,,,,,BBDC4
1,BBDCK121,,CALL,A,ITM,11.93,-12.66,14.06,1.92,7.0,13040.0,06/11/2024,,,,,,BBDC4
2,BBDCK12,,CALL,E,ITM,12.18,-10.83,11.2,1.53,4.0,11463.0,07/11/2024,,,,,,BBDC4
3,BBDCK13,,CALL,A,ITM,12.43,-9.0,9.0,1.23,2.0,26050.0,07/11/2024,,,,,,BBDC4
4,BBDCK126,,CALL,E,ITM,12.68,-7.17,7.1,0.97,4.0,887.0,07/11/2024,,,,,,BBDC4
5,BBDCK1,,CALL,A,ITM,12.93,-5.34,5.49,0.75,12.0,16697.0,07/11/2024,,,,,,BBDC4
6,BBDCW150,,PUT,E,ITM,14.43,5.64,5.86,0.8,71.0,336858.0,07/11/2024,,,,,,BBDC4
7,BBDCW147,,PUT,E,ITM,14.68,7.47,7.61,1.04,31.0,15241.0,07/11/2024,,,,,,BBDC4
8,BBDCW615,,PUT,E,ITM,14.93,9.3,9.44,1.29,60.0,166790.0,07/11/2024,,,,,,BBDC4
9,BBDCW164,,PUT,E,ITM,15.18,11.13,11.27,1.54,42.0,143107.0,07/11/2024,,,,,,BBDC4
10,BBDCW160,,PUT,E,ITM,15.43,12.96,11.86,1.62,24.0,210578.0,07/11/2024,,,,,,BBDC4
11,BBDCW158,,PUT,E,ITM,15.68,14.79,14.93,2.04,15.0,33465.0,07/11/2024,,,,,,BBDC4
0,BBDCK131,,CALL,E,ITM,13.18,-3.51,3.59,0.49,25.0,10729.0,07/11/2024,,,,,,BBDC4
1,BBDCW131,,PUT,E,OTM,13.18,-3.51,0.37,0.05,80.0,37321.0,07/11/2024,,,,,,BBDC4
2,BBDCK14,,CALL,A,ATM,13.43,-1.68,2.42,0.33,340.0,568537.0,07/11/2024,,,,,,BBDC4
3,BBDCW14,,PUT,E,ATM,13.43,-1.68,0.81,0.11,390.0,192297.0,07/11/2024,,,,,,BBDC4
4,BBDCK143,,CALL,E,ATM,13.68,0.15,1.32,0.18,121.0,217587.0,07/11/2024,,,,,,BBDC4
5,BBDCW143,,PUT,E,ATM,13.68,0.15,1.46,0.2,159.0,175807.0,07/11/2024,,,,,,BBDC4
6,BBDCK145,,CALL,A,ATM,13.93,1.98,0.73,0.1,693.0,334537.0,07/11/2024,,,,,,BBDC4
7,BBDCW145,,PUT,E,ATM,13.93,1.98,2.71,0.37,340.0,187923.0,07/11/2024,,,,,,BBDC4
8,BBDCK146,,CALL,E,OTM,14.18,3.81,0.37,0.05,426.0,146003.0,07/11/2024,,,,,,BBDC4
9,BBDCW146,,PUT,E,ITM,14.18,3.81,4.1,0.56,211.0,63324.0,07/11/2024,,,,,,BBDC4
0,BBDCW11,,PUT,E,OTM,11.68,-14.49,0.07,0.01,6.0,413.0,01/11/2024,,,,,,BBDC4
1,BBDCW121,,PUT,E,OTM,11.93,-12.66,0.07,0.01,1.0,40.0,07/11/2024,,,,,,BBDC4
2,BBDCW12,,PUT,E,OTM,12.18,-10.83,0.07,0.01,15.0,1083.0,07/11/2024,,,,,,BBDC4
3,BBDCW13,,PUT,E,OTM,12.43,-9.0,0.07,0.01,14.0,402.0,07/11/2024,,,,,,BBDC4
4,BBDCW126,,PUT,E,OTM,12.68,-7.17,0.15,0.02,6.0,274.0,07/11/2024,,,,,,BBDC4
5,BBDCW1,,PUT,E,OTM,12.93,-5.34,0.15,0.02,67.0,12086.0,07/11/2024,,,,,,BBDC4
6,BBDCK150,,CALL,A,OTM,14.43,5.64,0.22,0.03,196.0,78024.0,07/11/2024,,,,,,BBDC4
7,BBDCK147,,CALL,E,OTM,14.68,7.47,0.15,0.02,86.0,45673.0,07/11/2024,,,,,,BBDC4
8,BBDCK615,,CALL,A,OTM,14.93,9.3,0.07,0.01,106.0,13000.0,07/11/2024,,,,,,BBDC4
9,BBDCK164,,CALL,E,OTM,15.18,11.13,0.07,0.01,113.0,5989.0,07/11/2024,,,,,,BBDC4
10,BBDCK160,,CALL,A,OTM,15.43,12.96,0.07,0.01,32.0,399.0,07/11/2024,,,,,,BBDC4
11,BBDCK158,,CALL,E,OTM,15.68,14.79,0.07,0.01,20.0,122.0,07/11/2024,,,,,,BBDC4
0,BBDCW781,,PUT,E,OTM,7.58,-44.51,,,,,,,,,,,BBDC4
1,BBDCW801,,PUT,E,OTM,7.78,-43.05,0.07,0.01,2.0,15.0,21/08/2024,,,,,,BBDC4
2,BBDCW821,,PUT,E,OTM,7.98,-41.58,,,,,,,,,,,BBDC4
3,BBDCW841,,PUT,E,OTM,8.18,-40.12,,,,,,,,,,,BBDC4
4,BBDCW861,,PUT,E,OTM,8.38,-38.65,,,,,,,,,,,BBDC4
5,BBDCW881,,PUT,E,OTM,8.58,-37.19,,,,,,,,,,,BBDC4
6,BBDCW870,,PUT,E,OTM,8.68,-36.46,,,,,,,,,,,BBDC4
7,BBDCW901,,PUT,E,OTM,8.78,-35.72,,,,,,,,,,,BBDC4
8,BBDCW890,,PUT,E,OTM,8.88,-34.99,,,,,,,,,,,BBDC4
9,BBDCW921,,PUT,E,OTM,8.98,-34.26,,,,,,,,,,,BBDC4
10,BBDCW910,,PUT,E,OTM,9.08,-33.53,,,,,,,,,,,BBDC4
11,BBDCW941,,PUT,E,OTM,9.18,-32.8,,,,,,,,,,,BBDC4
12,BBDCW930,,PUT,E,OTM,9.28,-32.06,,,,,,,,,,,BBDC4
13,BBDCW961,,PUT,E,OTM,9.38,-31.33,,,,,,,,,,,BBDC4
14,BBDCW950,,PUT,E,OTM,9.48,-30.6,,,,,,,,,,,BBDC4
15,BBDCW981,,PUT,E,OTM,9.58,-29.87,,,,,,,,,,,BBDC4
16,BBDCW991,,PUT,E,OTM,9.68,-29.14,,,,,,,,,,,BBDC4
17,BBDCW98,,PUT,E,OTM,9.78,-28.4,,,,,,,,,,,BBDC4
18,BBDCW601,,PUT,E,OTM,9.93,-27.31,0.07,0.01,2.0,60.0,01/11/2024,,,,,,BBDC4
19,BBDCW2,,PUT,E,OTM,10.43,-23.65,0.07,0.01,2.0,60.0,01/11/2024,,,,,,BBDC4
20,BBDCW10,,PUT,E,OTM,10.68,-21.82,0.07,0.01,4.0,90.0,01/11/2024,,,,,,BBDC4
21,BBDCW611,,PUT,E,OTM,10.93,-19.99,0.07,0.01,1.0,30.0,05/11/2024,,,,,,BBDC4
22,BBDCW112,,PUT,E,OTM,11.18,-18.16,0.07,0.01,10.0,246.0,01/11/2024,,,,,,BBDC4
23,BBDCW120,,PUT,E,OTM,11.43,-16.33,0.07,0.01,3.0,25.0,07/11/2024,,,,,,BBDC4
24,BBDCK616,,CALL,A,OTM,15.93,16.62,0.07,0.01,10.0,217.0,07/11/2024,,,,,,BBDC4
25,BBDCK163,,CALL,E,OTM,16.18,18.45,0.07,0.01,4.0,30.0,07/11/2024,,,,,,BBDC4
26,BBDCK666,,CALL,A,OTM,16.43,20.28,0.07,0.01,7.0,58.0,07/11/2024,,,,,,BBDC4
27,BBDCK170,,CALL,A,OTM,16.93,23.94,0.07,0.01,2.0,6.0,07/11/2024,,,,,,BBDC4
28,BBDCK17,,CALL,E,OTM,17.18,25.77,0.07,0.01,1.0,4.0,06/11/2024,,,,,,BBDC4
29,BBDCK676,,CALL,A,OTM,17.43,27.6,0.07,0.01,1.0,1.0,04/11/2024,,,,,,BBDC4
30,BBDCK789,,CALL,E,OTM,17.68,29.43,0.07,0.01,1.0,35.0,05/11/2024,,,,,,BBDC4
31,BBDCK182,,CALL,E,OTM,18.18,33.09,0.15,0.02,3.0,1060.0,29/10/2024,,,,,,BBDC4
32,BBDCK686,,CALL,A,OTM,18.43,34.92,0.07,0.01,11.0,814.0,30/10/2024,,,,,,BBDC4
33,BBDCK188,,CALL,E,OTM,18.68,36.75,0.07,0.01,4.0,403.0,29/10/2024,,,,,,BBDC4
34,BBDCK19,,CALL,A,OTM,18.93,38.58,0.07,0.01,1.0,10.0,29/10/2024,,,,,,BBDC4
35,BBDCK192,,CALL,E,OTM,19.18,40.41,0.15,0.02,1.0,2.0,04/11/2024,,,,,,BBDC4
36,BBDCK696,,CALL,A,OTM,19.43,42.24,0.07,0.01,3.0,30.0,31/10/2024,,,,,,BBDC4
37,BBDCK20,,CALL,A,OTM,19.93,45.9,0.07,0.01,3.0,60.0,31/10/2024,,,,,,BBDC4
38,BBDCK202,,CALL,E,OTM,20.18,47.73,0.07,0.01,7.0,40.0,31/10/2024,,,,,,BBDC4
39,BBDCK706,,CALL,A,OTM,20.43,49.56,0.07,0.01,2.0,60.0,31/10/2024,,,,,,BBDC4
40,BBDCK209,,CALL,A,OTM,20.93,53.22,0.07,0.01,1.0,1.0,16/10/2024,,,,,,BBDC4
41,BBDCK212,,CALL,E,OTM,21.18,55.05,,,,,,,,,,,BBDC4
42,BBDCK716,,CALL,A,OTM,21.43,56.88,0.07,0.01,1.0,200.0,11/10/2024,,,,,,BBDC4
43,BBDCK219,,CALL,A,OTM,21.93,60.54,,,,,,,,,,,BBDC4
44,BBDCK222,,CALL,E,OTM,22.18,62.37,,,,,,,,,,,BBDC4
45,BBDCK225,,CALL,A,OTM,22.43,64.2,0.07,0.01,1.0,50.0,08/10/2024,,,,,,BBDC4
46,BBDCK230,,CALL,A,OTM,22.93,67.86,,,,,,,,,,,BBDC4
47,BBDCK235,,CALL,A,OTM,23.43,71.52,,,,,,,,,,,BBDC4
48,BBDCK240,,CALL,A,OTM,23.93,75.18,,,,,,,,,,,BBDC4
49,BBDCK245,,CALL,A,OTM,24.43,78.84,,,,,,,,,,,BBDC4
50,BBDCK250,,CALL,A,OTM,24.93,82.5,,,,,,,,,,,BBDC4
51,BBDCK256,,CALL,A,OTM,25.43,86.16,0.07,0.01,1.0,50.0,04/10/2024,,,,,,BBDC4
52,BBDCK261,,CALL,A,OTM,25.93,89.82,,,,,,,,,,,BBDC4
53,BBDCK266,,CALL,A,OTM,26.43,93.48,,,,,,,,,,,BBDC4
54,BBDCK271,,CALL,A,OTM,26.93,97.14,,,,,,,,,,,BBDC4
55,BBDCK296,,CALL,A,OTM,29.43,115.45,,,,,,,,,,,BBDC4
56,BBDCK496,,CALL,A,OTM,49.43,261.86,,,,,,,,,,,BBDC4
57,BBDCK501,,CALL,A,OTM,49.93,265.52,,,,,,,,,,,BBDC4
58,BBDCK531,,CALL,A,OTM,52.93,287.48,,,,,,,,,,,BBDC4
0,BBDCK921W4,,CALL,A,ITM,9.19,-32.72,,,,,,,,,,,BBDC4
1,BBDCK941W4,,CALL,A,ITM,9.39,-31.26,,,,,,,,,,,BBDC4
2,BBDCK961W4,,CALL,A,ITM,9.59,-29.8,33.24,4.54,1.0,18160.0,04/11/2024,,,,,,BBDC4
3,BBDCK981W4,,CALL,A,ITM,9.79,-28.33,,,,,,,,,,,BBDC4
4,BBDCK103W4,,CALL,A,ITM,10.29,-24.67,,,,,,,,,,,BBDC4
5,BBDCK108W4,,CALL,A,ITM,10.79,-21.01,22.33,3.05,4.0,32156.0,06/11/2024,,,,,,BBDC4
6,BBDCK113W4,,CALL,A,ITM,11.29,-17.35,,,,,,,,,,,BBDC4
7,BBDCW160W4,,PUT,E,ITM,15.79,15.59,14.13,1.93,1.0,1351.0,07/11/2024,,,,,,BBDC4
8,BBDCW16W4,,PUT,E,ITM,16.04,17.42,,,,,,,,,,,BBDC4
9,BBDCW158W4,,PUT,E,ITM,16.29,19.25,,,,,,,,,,,BBDC4
10,BBDCW168W4,,PUT,E,ITM,16.79,22.91,,,,,,,,,,,BBDC4
11,BBDCW173W4,,PUT,E,ITM,17.29,26.57,,,,,,,,,,,BBDC4
12,BBDCW178W4,,PUT,E,ITM,17.79,30.23,,,,,,,,,,,BBDC4
13,BBDCW183W4,,PUT,E,ITM,18.29,33.89,,,,,,,,,,,BBDC4
14,BBDCW188W4,,PUT,E,ITM,18.79,37.55,,,,,,,,,,,BBDC4
15,BBDCW193W4,,PUT,E,ITM,19.29,41.22,,,,,,,,,,,BBDC4
16,BBDCW198W4,,PUT,E,ITM,19.79,44.88,32.8,4.48,1.0,448.0,16/10/2024,,,,,,BBDC4
17,BBDCW203W4,,PUT,E,ITM,20.29,48.54,,,,,,,,,,,BBDC4
18,BBDCW208W4,,PUT,E,ITM,20.79,52.2,,,,,,,,,,,BBDC4
19,BBDCW213W4,,PUT,E,ITM,21.29,55.86,,,,,,,,,,,BBDC4
0,BBDCK118W4,,CALL,A,ITM,11.79,-13.69,,,,,,,,,,,BBDC4
1,BBDCK123W4,,CALL,A,ITM,12.29,-10.03,10.91,1.49,1.0,45445.0,07/11/2024,,,,,,BBDC4
2,BBDCK128W4,,CALL,A,ITM,12.79,-6.37,,,,,,,,,,,BBDC4
3,BBDCW148W4,,PUT,E,ITM,14.79,8.27,8.64,1.18,1.0,1180.0,07/11/2024,,,,,,BBDC4
4,BBDCW153W4,,PUT,E,ITM,15.29,11.93,12.15,1.66,5.0,2261.0,07/11/2024,,,,,,BBDC4
0,BBDCK133W4,✔,CALL,A,ITM,13.29,-2.71,7.76,1.06,1.0,51834.0,01/11/2024,,,,,,BBDC4
1,BBDCW133W4,✔,PUT,E,OTM,13.29,-2.71,0.88,0.12,7.0,1251.0,07/11/2024,,,,,,BBDC4
2,BBDCK138W4,✔,CALL,A,ATM,13.79,0.95,1.54,0.21,6.0,351.0,07/11/2024,,,,,,BBDC4
3,BBDCW138W4,✔,PUT,E,ATM,13.79,0.95,2.34,0.32,11.0,42627.0,07/11/2024,,,,,,BBDC4
4,BBDCK143W4,✔,CALL,A,OTM,14.29,4.61,0.44,0.06,3.0,122.0,07/11/2024,,,,,,BBDC4
5,BBDCW143W4,✔,PUT,E,ITM,14.29,4.61,4.98,0.68,10.0,2734.0,07/11/2024,,,,,,BBDC4
0,BBDCW118W4,,PUT,E,OTM,11.79,-13.69,0.07,0.01,1.0,100.0,06/11/2024,,,,,,BBDC4
1,BBDCW123W4,,PUT,E,OTM,12.29,-10.03,0.15,0.02,3.0,102.0,07/11/2024,,,,,,BBDC4
2,BBDCW128W4,✔,PUT,E,OTM,12.79,-6.37,0.29,0.04,5.0,867.0,06/11/2024,,,,,,BBDC4
